image,question,answers,answer_type,answerable
VizWiz_train_00012666.jpg,What CD is this?,"[{'answer_confidence': 'yes', 'answer': 'very best alan jackson'}, {'answer_confidence': 'yes', 'answer': 'alan jackson'}, {'answer_confidence': 'yes', 'answer': 'best alan jackson'}, {'answer_confidence': 'yes', 'answer': 'alan jackson'}, {'answer_confidence': 'yes', 'answer': 'very best alan jackson'}, {'answer_confidence': 'yes', 'answer': 'very best alan jackson'}, {'answer_confidence': 'yes', 'answer': 'alan jackson'}, {'answer_confidence': 'yes', 'answer': 'very best alan jackson'}, {'answer_confidence': 'yes', 'answer': 'very best alan jackson'}, {'answer_confidence': 'maybe', 'answer': 'alan jackson'}]",other,1
VizWiz_train_00010353.jpg,What color is my dog?,"[{'answer': 'black', 'answer_confidence': 'yes'}, {'answer': 'black', 'answer_confidence': 'yes'}, {'answer': 'black', 'answer_confidence': 'yes'}, {'answer': 'black', 'answer_confidence': 'maybe'}, {'answer': 'black', 'answer_confidence': 'yes'}, {'answer': 'black', 'answer_confidence': 'yes'}, {'answer': 'black', 'answer_confidence': 'yes'}, {'answer': 'black', 'answer_confidence': 'yes'}, {'answer': 'black', 'answer_confidence': 'yes'}, {'answer': 'black', 'answer_confidence': 'yes'}]",other,1
VizWiz_train_00013021.jpg,"This is the display of the treadmill, can you tell me the distance in miles please? ","[{'answer_confidence': 'maybe', 'answer': '4.19'}, {'answer_confidence': 'yes', 'answer': '4.19'}, {'answer_confidence': 'yes', 'answer': '4.19'}, {'answer_confidence': 'maybe', 'answer': '4.19'}, {'answer_confidence': 'yes', 'answer': '4.19'}, {'answer_confidence': 'yes', 'answer': 'not sure from image'}, {'answer_confidence': 'yes', 'answer': '4.19'}, {'answer_confidence': 'yes', 'answer': '4.19'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': '4.79'}]",other,1
VizWiz_train_00012518.jpg,What is this?,"[{'answer_confidence': 'yes', 'answer': 'fabric'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'jacket coat'}, {'answer_confidence': 'yes', 'answer': 'doll'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'jacket'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'no', 'answer': 'jacket bottom'}]",other,1
VizWiz_train_00011713.jpg,"I am trying the top again if I need to adjust my camera angle for the expiration date, let me know. ","[{'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'green value plain nonfat yogurt grade'}, {'answer_confidence': 'yes', 'answer': 'sep 28 2011'}, {'answer_confidence': 'maybe', 'answer': 'sep 28 2011'}, {'answer_confidence': 'yes', 'answer': 'sep 20'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'sep 28'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'yes you do'}]",other,1
VizWiz_train_00018204.jpg,What is in this jar?,"[{'answer_confidence': 'maybe', 'answer': 'unanswerable'}, {'answer_confidence': 'no', 'answer': 'no jar found'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}]",unanswerable,0
VizWiz_train_00007409.jpg,What was this girl doing? ,"[{'answer': 'suitable image', 'answer_confidence': 'no'}, {'answer': 'waving', 'answer_confidence': 'yes'}, {'answer': 'unsuitable', 'answer_confidence': 'yes'}, {'answer': 'unanswerable', 'answer_confidence': 'no'}, {'answer': 'unanswerable', 'answer_confidence': 'yes'}, {'answer': 'standing', 'answer_confidence': 'yes'}, {'answer': 'unanswerable', 'answer_confidence': 'yes'}, {'answer': 'unsuitable', 'answer_confidence': 'yes'}, {'answer': 'unanswerable', 'answer_confidence': 'yes'}, {'answer': 'unanswerable', 'answer_confidence': 'yes'}]",unanswerable,0
VizWiz_train_00014221.jpg,Can you see enough of the shirt and pants to see if they match?,"[{'answer_confidence': 'yes', 'answer': 'only top part shirt'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'maybe', 'answer': 'only shirt'}, {'answer_confidence': 'yes', 'answer': 'yes they match'}, {'answer_confidence': 'maybe', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'wgtwartg'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'no'}]",yes/no,1
VizWiz_train_00008744.jpg,What make is this computer?,"[{'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'dell'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}]",unanswerable,0
VizWiz_train_00001438.jpg,what is this?,"[{'answer': 'forks over knives cookbook', 'answer_confidence': 'yes'}, {'answer': 'cookbook', 'answer_confidence': 'yes'}, {'answer': 'cookbook', 'answer_confidence': 'yes'}, {'answer': 'fork over knives cookbook', 'answer_confidence': 'yes'}, {'answer': 'forks over knives cookbook', 'answer_confidence': 'yes'}, {'answer': 'forks over knives cookbook', 'answer_confidence': 'yes'}, {'answer': 'cookbook', 'answer_confidence': 'yes'}, {'answer': 'knives', 'answer_confidence': 'yes'}, {'answer': 'cookbook', 'answer_confidence': 'yes'}, {'answer': 'cookbook', 'answer_confidence': 'yes'}]",other,1
VizWiz_train_00016380.jpg,What is in this jar?,"[{'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}]",unanswerable,0
VizWiz_train_00009986.jpg,"Are there any writing or logos on the iPhone screen? If there is writing, what does it say?","[{'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no writing'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'maybe', 'answer': 'no writing logos'}]",yes/no,1
VizWiz_train_00013145.jpg,Is this garlic?,"[{'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'garlic powder'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}]",yes/no,1
VizWiz_train_00001733.jpg,What color is my dog?,"[{'answer_confidence': 'yes', 'answer': 'very cute golden brown'}, {'answer_confidence': 'yes', 'answer': 'tan'}, {'answer_confidence': 'yes', 'answer': 'light brown white'}, {'answer_confidence': 'maybe', 'answer': 'light brown'}, {'answer_confidence': 'maybe', 'answer': 'beige'}, {'answer_confidence': 'yes', 'answer': 'light tan'}, {'answer_confidence': 'yes', 'answer': 'red'}, {'answer_confidence': 'yes', 'answer': 'yellow'}, {'answer_confidence': 'yes', 'answer': 'red'}, {'answer_confidence': 'yes', 'answer': 'yellow golden'}]",other,1
VizWiz_train_00019239.jpg,What does the label of this package of meat say?,"[{'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'keep refrigerated frozen thaw in microwave refrigerate'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': '2.01lbs $1.79 lb $3.60 total type meat not in image'}, {'answer_confidence': 'yes', 'answer': 'gagar'}, {'answer_confidence': 'yes', 'answer': '$3.60'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'price weight'}, {'answer_confidence': 'maybe', 'answer': '$1.79 lb $3.60 sell by feb 11'}]",other,1
VizWiz_train_00008819.jpg,What is the title of this disc?,"[{'answer_confidence': 'yes', 'answer': 'room upstairs'}, {'answer_confidence': 'yes', 'answer': 'room upstairs'}, {'answer_confidence': 'yes', 'answer': 'room upstairs'}, {'answer_confidence': 'yes', 'answer': 'room upstairs'}, {'answer_confidence': 'yes', 'answer': 'dd'}, {'answer_confidence': 'yes', 'answer': 'room upstairs'}, {'answer_confidence': 'yes', 'answer': 'room upstairs'}, {'answer_confidence': 'yes', 'answer': 'room upstairs'}, {'answer_confidence': 'yes', 'answer': 'room upstairs'}, {'answer_confidence': 'yes', 'answer': 'room upstairs'}]",other,1
VizWiz_train_00013046.jpg,What is this photo of?,"[{'answer_confidence': 'yes', 'answer': 'small black dog'}, {'answer_confidence': 'yes', 'answer': 'wet dog'}, {'answer_confidence': 'maybe', 'answer': 'puppy'}, {'answer_confidence': 'yes', 'answer': 'dog'}, {'answer_confidence': 'yes', 'answer': 'dog'}, {'answer_confidence': 'yes', 'answer': 'dog'}, {'answer_confidence': 'yes', 'answer': 'dog'}, {'answer_confidence': 'maybe', 'answer': 'dog'}, {'answer_confidence': 'yes', 'answer': 'dog'}, {'answer_confidence': 'yes', 'answer': 'dog in front bag'}]",other,1
VizWiz_train_00018001.jpg,Is this sweater appropriate for more formal business attire?,"[{'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'maybe', 'answer': 'yes'}, {'answer_confidence': 'maybe', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'maybe', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'no'}, {'answer_confidence': 'yes', 'answer': 'yes'}, {'answer_confidence': 'yes', 'answer': 'no'}]",yes/no,1
VizWiz_train_00006853.jpg,What does this shirt say?,"[{'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'nothing'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'nothing'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'nothing'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}]",unanswerable,0
VizWiz_train_00003696.jpg,What color is this cloth?,"[{'answer_confidence': 'yes', 'answer': 'burgundy'}, {'answer_confidence': 'yes', 'answer': 'red'}, {'answer_confidence': 'yes', 'answer': 'red'}, {'answer_confidence': 'yes', 'answer': 'red'}, {'answer_confidence': 'yes', 'answer': 'maroon'}, {'answer_confidence': 'yes', 'answer': 'maroon'}, {'answer_confidence': 'yes', 'answer': 'red'}, {'answer_confidence': 'maybe', 'answer': 'maroon'}, {'answer_confidence': 'yes', 'answer': 'brownish red'}, {'answer_confidence': 'yes', 'answer': 'dark pink red'}]",other,1
VizWiz_train_00016867.jpg,What is this?,"[{'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'ret'}]",unanswerable,0
VizWiz_train_00017284.jpg,What is this?,"[{'answer_confidence': 'yes', 'answer': 'remote control'}, {'answer_confidence': 'maybe', 'answer': 'smart remote'}, {'answer_confidence': 'yes', 'answer': 'remote'}, {'answer_confidence': 'yes', 'answer': 'remote control'}, {'answer_confidence': 'yes', 'answer': 'remote control'}, {'answer_confidence': 'yes', 'answer': 'remote control'}, {'answer_confidence': 'yes', 'answer': 'remote control'}, {'answer_confidence': 'yes', 'answer': 'smart remote'}, {'answer_confidence': 'yes', 'answer': 'remote control'}, {'answer_confidence': 'yes', 'answer': 'remote'}]",other,1
VizWiz_train_00014696.jpg,"What is the suit of this card? It's an ace, but it's an ace of what? Thanks.","[{'answer_confidence': 'yes', 'answer': 'diamonds'}, {'answer_confidence': 'yes', 'answer': 'diamonds'}, {'answer_confidence': 'yes', 'answer': 'ace diamonds'}, {'answer_confidence': 'yes', 'answer': 'diamond'}, {'answer_confidence': 'yes', 'answer': 'diamonds'}, {'answer_confidence': 'yes', 'answer': 'diamonds'}, {'answer_confidence': 'yes', 'answer': 'diamond'}, {'answer_confidence': 'yes', 'answer': 'this play card'}, {'answer_confidence': 'yes', 'answer': 'red'}, {'answer_confidence': 'yes', 'answer': 'ace diamonds'}]",other,1
VizWiz_train_00007238.jpg,What is the table number on the banquet ticket?,"[{'answer_confidence': 'yes', 'answer': '78 1'}, {'answer_confidence': 'yes', 'answer': '78 1'}, {'answer_confidence': 'yes', 'answer': '78 1'}, {'answer_confidence': 'yes', 'answer': '78 1'}, {'answer_confidence': 'yes', 'answer': '78 1'}, {'answer_confidence': 'yes', 'answer': '78 1'}, {'answer_confidence': 'maybe', 'answer': '78 1'}, {'answer_confidence': 'yes', 'answer': '78'}, {'answer_confidence': 'yes', 'answer': '78 1'}, {'answer_confidence': 'maybe', 'answer': '78 1'}]",other,1
VizWiz_train_00008346.jpg,"What does she look like, and hopefully this isn't blurry again?","[{'answer_confidence': 'yes', 'answer': 'flash'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'hand in front picture'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}]",unanswerable,0
VizWiz_train_00001671.jpg,What is this?,"[{'answer_confidence': 'yes', 'answer': 'finger'}, {'answer_confidence': 'yes', 'answer': 'finger'}, {'answer_confidence': 'yes', 'answer': 'finger'}, {'answer_confidence': 'yes', 'answer': 'finger'}, {'answer_confidence': 'maybe', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'finger'}, {'answer_confidence': 'no', 'answer': 'cant tell'}, {'answer_confidence': 'yes', 'answer': 'finger'}, {'answer_confidence': 'yes', 'answer': 'finger'}, {'answer_confidence': 'yes', 'answer': 'finger'}]",other,1
VizWiz_train_00006000.jpg,Brandon. What name is it?,"[{'answer_confidence': 'yes', 'answer': 'ghirardelli dark chocolate brownie mix'}, {'answer_confidence': 'yes', 'answer': 'ghirardelli dark chocolate'}, {'answer_confidence': 'maybe', 'answer': 'ghirardelli'}, {'answer_confidence': 'yes', 'answer': 'ghirardelli'}, {'answer_confidence': 'yes', 'answer': 'ghirardelli dark chocolate'}, {'answer_confidence': 'yes', 'answer': 'ghirardelli dark chocolate brownie'}, {'answer_confidence': 'yes', 'answer': 'ghirardelli dark chocolate brownie mix'}, {'answer_confidence': 'maybe', 'answer': 'ghiradelli'}, {'answer_confidence': 'yes', 'answer': 'ghiradelli'}, {'answer_confidence': 'yes', 'answer': 'ghiradelli'}]",other,1
VizWiz_train_00012461.jpg,"What is this item, please?","[{'answer_confidence': 'yes', 'answer': 'mp mini'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'mp mini'}, {'answer_confidence': 'maybe', 'answer': 'mp'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'mp mini'}, {'answer_confidence': 'maybe', 'answer': 'mobility'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'maybe', 'answer': 'mp player'}]",other,1
VizWiz_train_00014813.jpg,What is this?,"[{'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'hydrocortisone'}, {'answer_confidence': 'maybe', 'answer': 'medicine carton'}, {'answer_confidence': 'yes', 'answer': 'medicine box'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'hydrocortisone'}, {'answer_confidence': 'maybe', 'answer': 'medicine'}, {'answer_confidence': 'yes', 'answer': 'hydrocortisone'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'hydrocortisone'}]",other,1
VizWiz_train_00010037.jpg,How big is my breast?,"[{'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'black screen'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}]",unanswerable,0
VizWiz_train_00011065.jpg,"What color is that, please?","[{'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'black'}, {'answer_confidence': 'yes', 'answer': 'black'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'yes', 'answer': 'black'}, {'answer_confidence': 'yes', 'answer': 'black'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'black'}, {'answer_confidence': 'maybe', 'answer': 'black'}]",other,1
VizWiz_train_00002639.jpg,What is this?,"[{'answer_confidence': 'yes', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'no', 'answer': 'unsuitable'}, {'answer_confidence': 'yes', 'answer': 'unanswerable'}, {'answer_confidence': 'maybe', 'answer': 'canned food'}, {'answer_confidence': 'yes', 'answer': 'canned food'}, {'answer_confidence': 'maybe', 'answer': 'canned food'}, {'answer_confidence': 'yes', 'answer': 'can food'}, {'answer_confidence': 'maybe', 'answer': 'can'}, {'answer_confidence': 'yes', 'answer': 'unsuitable'}]",unanswerable,0
VizWiz_train_00002392.jpg,What number display?,"[{'answer_confidence': 'yes', 'answer': '16'}, {'answer_confidence': 'yes', 'answer': '16'}, {'answer_confidence': 'yes', 'answer': '16'}, {'answer_confidence': 'yes', 'answer': '16'}, {'answer_confidence': 'yes', 'answer': '16'}, {'answer_confidence': 'yes', 'answer': '16'}, {'answer_confidence': 'yes', 'answer': '16'}, {'answer_confidence': 'maybe', 'answer': '16'}, {'answer_confidence': 'yes', 'answer': '16'}, {'answer_confidence': 'yes', 'answer': '16'}]",number,1
